id,split,prompt_style,category,business_function,task_family,template_source,prompt,gold_tier,label_status,reasoning_depth,risk,context_load,tools_or_attachments_implied,governance
"biz-0705","test","business","it_security_admin","it_security","systems_security","v1","Draft a maintenance notice for a planned 20-minute VPN outage.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0706","test","business","software_engineering","engineering","software_delivery","new","Trace a production data-corruption bug across the identity service using partial logs, retries, asynchronous consumers, and a recent schema migration. Identify the most plausible causal chain and a safe recovery plan.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0707","test","business","marketing_content","marketing","content_creation","new","Draft a 30-word email about the quarterly review.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0708","test","business","business_strategy","executive_strategy","strategy_planning","v1","Advise whether Clearwater Financial should sell, raise capital, or remain independent. Integrate market timing, founder objectives, dilution, competitive dynamics, and scenario-weighted enterprise value.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0709","test","business","email_communication","finance","communication_drafting","v1","Create a four-email re-engagement sequence for dormant financial services leads. Each email should have a distinct purpose, avoid fake urgency, and build on the previous one.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0710","test","business","data_spreadsheets","finance","data_analysis","new","Design a causal analysis plan for a revenue decline using the supplied transaction, pricing, marketing, and support data. Address confounding, missingness, and seasonality, and state what cannot be inferred observationally.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0711","test","business","business_strategy","executive_strategy","strategy_planning","v1","Advise whether Cedar Health should sell, raise capital, or remain independent. Integrate market timing, founder objectives, dilution, competitive dynamics, and scenario-weighted enterprise value.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0712","development","business","product_design","product","product_definition","v1","Prioritize this roadmap using customer value, strategic fit, evidence strength, engineering cost, and reversibility. Explain close calls.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0713","development","business","marketing_content","marketing","content_creation","new","Adapt this approved case study into a short email, a one-pager, and three social posts without adding results we cannot support.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0714","test","business","market_competitive_research","research_insights","research_analysis","v1","Analyze how a major regulatory change could reshape the competitive structure of financial services over five years. Model second-order effects, strategic responses, and alternative scenarios.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0715","test","business","marketing_content","marketing","content_creation","v1","Design a global launch narrative that must work across materially different regulatory and cultural contexts while remaining one coherent brand. Surface where localization requires product changes, not copy changes.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0716","test","business","software_engineering","engineering","software_delivery","new","Design a zero-downtime migration of the ingestion pipeline to a partitioned event log without losing ordering guarantees.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0717","test","business","market_competitive_research","research_insights","research_analysis","v1","Analyze how a major regulatory change could reshape the competitive structure of consumer subscriptions over five years. Model second-order effects, strategic responses, and alternative scenarios.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0718","test","business","documents_summaries","legal_compliance","document_synthesis","new","Summarize this policy in three bullets for new employees.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0719","development","business","data_spreadsheets","analytics","data_analysis","new","Convert these DD/MM/YYYY dates into YYYY-MM-DD.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0720","test","business","email_communication","executive_strategy","communication_drafting","new","Two executives give conflicting accounts of a verbal commitment made to a strategic partner. Using the supplied correspondence and meeting notes, determine the most defensible account and draft a message that protects both the relationship and the company.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0721","test","business","documents_summaries","general_administration","document_synthesis","new","Turn these 20 bullets into a numbered checklist, keeping the original order.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0722","development","business","people_finance_legal_ops","finance","corporate_operations","new","Assess whether to recognize revenue on a multi-year SaaS contract with variable consideration and side letters, presenting the competing interpretations and the evidence each requires.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0723","development","business","email_communication","sales","communication_drafting","v1","Draft a polished customer email explaining a two-week implementation delay, including the revised date, immediate workaround, and next update point.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0724","development","business","documents_summaries","general_administration","document_synthesis","new","Fix the grammar and punctuation in this one-page memo without changing its meaning.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0725","test","business","software_engineering","engineering","software_delivery","v1","Diagnose an intermittent duplicate-job bug in a Kubernetes on AWS service from the supplied code and logs. Propose a minimal fix, tests, and rollout safeguards.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0726","development","business","software_engineering","engineering","software_delivery","new","Implement pagination, filtering, and sorting on this existing endpoint, following the repository pattern and adding unit tests.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0727","test","business","documents_summaries","sales","document_synthesis","new","Summarize this one-page memo in three bullets for prospective customers.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0728","development","business","software_engineering","engineering","software_delivery","new","Evaluate three competing architectures for a globally distributed collaboration product, reasoning about consistency, latency, conflict resolution, operability, and migration from the current system.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0729","test","business","software_engineering","engineering","software_delivery","new","Diagnose the intermittent stale cache in the schedule optimizer from the supplied code and logs, and propose a minimal fix with tests and rollout safeguards.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0730","test","business","email_communication","sales","communication_drafting","new","Draft a customer email explaining a two-week delay, including the revised date, a workaround, and when we will next update them. The tone should be warm and concise.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0731","test","business","people_finance_legal_ops","people_hr","corporate_operations","new","Model a restructuring that must cut cost while preserving incident response, meeting France consultation duties, and avoiding hidden single points of failure.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":true}"
"biz-0732","test","business","documents_summaries","general_administration","document_synthesis","new","Summarize this vendor proposal into scope, fees, assumptions, exclusions, timeline, and the questions we still need to ask.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0733","test","business","data_spreadsheets","analytics","data_analysis","new","Write a Python formula that flags a row when inventory turns falls below the target in column F.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0734","test","business","documents_summaries","legal_compliance","document_synthesis","new","Reconcile the vendor contract, the market report, and the board minutes into an obligation matrix with conflicts, jurisdictional caveats, and questions for counsel.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0735","test","business","business_strategy","executive_strategy","strategy_planning","new","Reconcile two business units that report net revenue retention differently and both claim the higher figure. Determine the defensible number and the control that prevents recurrence.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0736","test","business","people_finance_legal_ops","finance","corporate_operations","new","Determine whether a proposed enablement plan is affordable under three revenue scenarios using the supplied unit economics, and identify the assumptions that would change the decision.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0737","test","business","software_engineering","engineering","software_delivery","new","Implement filtering on this endpoint following the existing repository pattern, with tests.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0738","test","business","documents_summaries","general_administration","document_synthesis","new","Summarize this RFP response into scope, fees, assumptions, exclusions, timeline, and the questions we still need to ask.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0739","test","business","marketing_content","marketing","content_creation","v1","Develop messaging pillars for expense-management service aimed at three buyer roles. Give each role a problem, promise, proof point, and objection response.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0740","development","business","software_engineering","engineering","software_delivery","v1","Evaluate three competing architectures for a globally distributed collaboration product. Reason about consistency, latency, conflict resolution, operability, and migration from the current system.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0741","test","business","software_engineering","engineering","software_delivery","new","Design a zero-downtime migration of the notification worker to a partitioned event log without losing ordering guarantees.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0742","test","business","data_spreadsheets","analytics","data_analysis","new","Write a Go formula that flags a row when cycle time falls below the target in column E.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0743","test","business","market_competitive_research","research_insights","research_analysis","v1","Analyze how a major regulatory change could reshape the competitive structure of logistics over five years. Model second-order effects, strategic responses, and alternative scenarios.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0744","test","business","documents_summaries","sales","document_synthesis","v1","Proofread this customer guide for grammar, duplicated sentences, and inconsistent terminology.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0745","test","business","product_design","product","product_definition","new","Create a 15-item QA checklist for the checkout flow.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0746","test","business","people_finance_legal_ops","people_hr","corporate_operations","new","Model a restructuring that must cut cost while preserving payments processing, meeting France consultation duties, and avoiding hidden single points of failure.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0747","test","business","presentations","people_hr","presentation_creation","v1","Create a customer-training deck outline for expense-management service, including setup, core workflow, common mistakes, and support resources.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0748","test","business","classification_extraction","operations","classification_extraction","new","Classify each of these 12 job applicants into the three categories supplied, and return one label per row.","T0","synthetic_prior","low","low","small","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0749","test","business","documents_summaries","people_hr","document_synthesis","new","Rewrite this one-page memo so a new employee can follow it, keeping every step in order.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0750","test","business","software_engineering","engineering","software_delivery","v1","Convert this small Python function to JavaScript while preserving behavior.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0751","test","business","data_spreadsheets","analytics","data_analysis","new","Build a driver-based pricing model for Harbor & Finch with assumptions, scenario toggles, and integrity checks that catch broken links.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0752","test","business","it_security_admin","it_security","systems_security","new","Investigate a suspected insider exfiltration spanning CI and the edge network. Build competing hypotheses and an evidence-preserving containment plan.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0753","test","business","documents_summaries","people_hr","document_synthesis","new","Rewrite this project brief so a new employee can follow it, keeping every step in order.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0754","test","business","business_strategy","executive_strategy","strategy_planning","new","Turn the the internal policy and the two attached spreadsheets into a one-page brief covering variances, risks, and the decisions still needed.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0755","test","business","sales_customer_support","sales","customer_revenue_work","v1","Create a discovery-call question set for an operations director evaluating inventory planning platform, organized by workflow, impact, decision process, and timing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0756","test","business","market_competitive_research","research_insights","research_analysis","new","Assess the competitive landscape for expense-management service in the UK and Ireland, segmenting competitors by business model and buyer, distinguishing sourced facts from inference, and naming the evidence gaps.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":true}"
"biz-0757","test","business","marketing_content","marketing","content_creation","new","Draft a 15-word email about the policy change.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0758","test","business","documents_summaries","general_administration","document_synthesis","new","Summarize this supplier agreement into scope, fees, assumptions, exclusions, timeline, and the questions we still need to ask.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0759","test","business","people_finance_legal_ops","finance","corporate_operations","new","Determine whether a proposed launch plan is affordable under three revenue scenarios using the supplied unit economics, and identify the assumptions that would change the decision.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0760","development","business","business_strategy","executive_strategy","strategy_planning","v1","Diagnose a three-year strategy failure using board plans, operating metrics, customer evidence, and organizational changes. Separate execution failure from a flawed thesis.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":true}"
"biz-0761","test","business","market_competitive_research","research_insights","research_analysis","new","Assess the competitive landscape for telehealth portal in DACH, separating sourced facts from inference and naming the evidence gaps.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0762","test","business","documents_summaries","general_administration","document_synthesis","new","Summarize this statement of work into scope, fees, assumptions, exclusions, timeline, and the questions we still need to ask.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0763","test","business","email_communication","sales","communication_drafting","v1","Write three subject-line options for an email inviting regional managers to a 30-minute product demo.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0764","development","business","email_communication","finance","communication_drafting","v1","Write an executive response to a missed-quarter email. Acknowledge the result, distinguish controllable from external causes, and assign next steps without blaming the team.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0765","test","business","data_spreadsheets","analytics","data_analysis","new","Write a TypeScript formula that flags a row when on-time delivery falls below the target in column D.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0766","development","business","data_spreadsheets","finance","data_analysis","new","Write a formula that flags a row when the invoice date is more than 30 days before the payment date and the amount exceeds 10,000.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":true}"
"biz-0767","test","business","software_engineering","engineering","software_delivery","new","Add a docstring and one usage example to the Ruby function below.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0768","test","business","documents_summaries","legal_compliance","document_synthesis","new","Reconcile the outside-counsel memo, the diligence memo, and the board minutes into an obligation matrix with conflicts, jurisdictional caveats, and questions for counsel.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0769","test","business","email_communication","legal_compliance","communication_drafting","new","Prepare outage communications for regulated customers in three countries, producing internal, customer, regulator, and public versions that stay factually consistent while meeting different disclosure obligations.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0770","test","business","marketing_content","marketing","content_creation","new","Build a 12-month enablement plan for prospective customers covering channels, owners, and review points.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0771","test","business","presentations","legal_compliance","presentation_creation","new","Create an executive presentation on a four-business-unit restructuring that balances financial necessity, employee impact, operational dependencies, and legal uncertainty without false precision.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0772","development","business","product_design","product","product_definition","v1","Review this signup flow and identify confusing copy, missing states, accessibility issues, and likely abandonment points.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0773","test","business","business_strategy","executive_strategy","strategy_planning","new","Turn the the research notes and the two attached spreadsheets into an action plan covering variances, risks, and the decisions still needed.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0774","test","business","marketing_content","marketing","content_creation","new","Write a launch FAQ for inventory planning platform using the supplied positioning, proof points, and prohibited claims.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0775","test","business","classification_extraction","operations","classification_extraction","new","Extract the region from each of these 30 short records into a single CSV.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0776","test","business","data_spreadsheets","finance","data_analysis","v1","Reconcile financial results across ERP exports, board reports, and regional spreadsheets that use different currencies, calendars, and recognition rules. Produce an auditable bridge.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0777","test","business","presentations","general_administration","presentation_creation","v1","Turn this five-page project memo into an eight-slide presentation with takeaway titles, concise body copy, and speaker notes.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0778","development","business","classification_extraction","people_hr","classification_extraction","new","Normalize these 80 job titles into the supplied 12-role hierarchy, following the mapping rules and flagging any title that plausibly fits two roles.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0779","test","business","business_strategy","executive_strategy","strategy_planning","new","Reconcile two business units that report gross margin differently and both claim the higher figure. Determine the defensible number and the control that prevents recurrence.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0780","test","business","classification_extraction","finance","classification_extraction","new","Extract the invoice number from each of these 10 short records into a single CSV.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0781","test","business","sales_customer_support","customer_support","customer_revenue_work","new","Develop an enterprise account strategy for a strategic enterprise account from two years of calls, tickets, and contract history. Model stakeholder incentives and failure modes.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
